project, filepath_prev, filepath_curr, disc_prev, undisc_prev,disc_curr, undisc_curr
gnuplot,processing/prev_ver/src/pm3d.h,processing/curr_ver/src/pm3d.h,3,0,2,0
gnuplot,processing/prev_ver/src/gp_hist.h,processing/curr_ver/src/gp_hist.h,3,0,2,0
gnuplot,processing/prev_ver/src/term.h,processing/curr_ver/src/term.h,11,0,6,0
gnuplot,processing/prev_ver/src/command.h,processing/curr_ver/src/command.h,16,0,9,0
gnuplot,processing/prev_ver/src/stdfn.h,processing/curr_ver/src/stdfn.h,39,0,42,0
gnuplot,processing/prev_ver/src/term_api.h,processing/curr_ver/src/term_api.h,11,0,4,0
gnuplot,processing/prev_ver/src/hidden3d.h,processing/curr_ver/src/hidden3d.h,1,0,0,0
gnuplot,processing/prev_ver/src/alloc.h,processing/curr_ver/src/alloc.h,2,0,0,0
gnuplot,processing/prev_ver/src/syscfg.h,processing/curr_ver/src/syscfg.h,23,0,20,0
gnuplot,processing/prev_ver/src/breaders.h,processing/curr_ver/src/breaders.h,1,0,0,0
gnuplot,processing/prev_ver/src/datafile.h,processing/curr_ver/src/datafile.h,7,0,0,0
gnuplot,processing/prev_ver/src/gadgets.h,processing/curr_ver/src/gadgets.h,7,0,0,0
gnuplot,processing/prev_ver/src/fit.h,processing/curr_ver/src/fit.h,1,0,3,0
gnuplot,processing/prev_ver/src/internal.h,processing/curr_ver/src/internal.h,1,0,0,0
gnuplot,processing/prev_ver/src/parse.h,processing/curr_ver/src/parse.h,1,0,0,0
gnuplot,processing/prev_ver/src/wxterminal/wxt_term.h,processing/curr_ver/src/wxterminal/wxt_term.h,2,2,1,2
gnuplot,processing/prev_ver/src/wxterminal/wxt_gui.h,processing/curr_ver/src/wxterminal/wxt_gui.h,12,0,17,0
gnuplot,processing/prev_ver/src/wxterminal/gp_cairo.h,processing/curr_ver/src/wxterminal/gp_cairo.h,1,2,0,2
gnuplot,processing/prev_ver/src/win/wgnuplib.h,processing/curr_ver/src/win/wgnuplib.h,2,0,6,2
gnuplot,processing/prev_ver/src/win/wtext.h,processing/curr_ver/src/win/wtext.h,0,0,2,2
gnuplot,processing/prev_ver/src/win/winmain.h,processing/curr_ver/src/win/winmain.h,0,0,0,2
gnuplot,processing/prev_ver/src/win/wcommon.h,processing/curr_ver/src/win/wcommon.h,4,0,1,2
gnuplot,processing/prev_ver/term/driver.h,processing/curr_ver/term/driver.h,1,0,0,0
gnumeric,processing/prev_ver/src/sheet-style.c,processing/curr_ver/src/sheet-style.c,21,0,7,0
gnumeric,processing/prev_ver/src/print-cell.c,processing/curr_ver/src/print-cell.c,0,0,1,0
gnumeric,processing/prev_ver/src/gui-file.c,processing/curr_ver/src/gui-file.c,8,0,0,0
gnumeric,processing/prev_ver/src/rendered-value.c,processing/curr_ver/src/rendered-value.c,8,0,7,0
gnumeric,processing/prev_ver/src/parse-util.c,processing/curr_ver/src/parse-util.c,2,0,0,0
gnumeric,processing/prev_ver/src/sheet-filter.c,processing/curr_ver/src/sheet-filter.c,0,0,2,0
gnumeric,processing/prev_ver/src/application.c,processing/curr_ver/src/application.c,7,0,0,0
gnumeric,processing/prev_ver/src/sheet-object-widget.c,processing/curr_ver/src/sheet-object-widget.c,2,0,0,0
gnumeric,processing/prev_ver/src/wbc-gtk.c,processing/curr_ver/src/wbc-gtk.c,23,6,0,0
gnumeric,processing/prev_ver/src/print.c,processing/curr_ver/src/print.c,0,0,3,0
gnumeric,processing/prev_ver/src/session.c,processing/curr_ver/src/session.c,2,0,0,0
gnumeric,processing/prev_ver/src/wbc-gtk-actions.c,processing/curr_ver/src/wbc-gtk-actions.c,7,0,2,0
gnumeric,processing/prev_ver/src/func.c,processing/curr_ver/src/func.c,1,0,0,0
gnumeric,processing/prev_ver/src/libgnumeric.c,processing/curr_ver/src/libgnumeric.c,1,0,4,0
gnumeric,processing/prev_ver/src/dependent.c,processing/curr_ver/src/dependent.c,17,0,16,0
gnumeric,processing/prev_ver/src/sheet.c,processing/curr_ver/src/sheet.c,9,1,10,2
gnumeric,processing/prev_ver/src/item-bar.c,processing/curr_ver/src/item-bar.c,0,0,5,0
gnumeric,processing/prev_ver/src/gnm-pane.c,processing/curr_ver/src/gnm-pane.c,6,1,1,0
gnumeric,processing/prev_ver/src/sheet-control-gui.c,processing/curr_ver/src/sheet-control-gui.c,1,1,0,0
gnumeric,processing/prev_ver/src/value.c,processing/curr_ver/src/value.c,8,0,7,0
gnumeric,processing/prev_ver/src/gui-clipboard.c,processing/curr_ver/src/gui-clipboard.c,0,0,2,0
gnumeric,processing/prev_ver/src/tools/goal-seek.c,processing/curr_ver/src/tools/goal-seek.c,25,0,24,0
gnumeric,processing/prev_ver/src/dialogs/dialog-search.c,processing/curr_ver/src/dialogs/dialog-search.c,6,0,2,2
gnumeric,processing/prev_ver/src/dialogs/dialog-cell-format.c,processing/curr_ver/src/dialogs/dialog-cell-format.c,1,0,0,0
gnumeric,processing/prev_ver/src/dialogs/dialog-preferences.c,processing/curr_ver/src/dialogs/dialog-preferences.c,0,0,2,0
gnumeric,processing/prev_ver/plugins/python-loader/py-interpreter-selector.c,processing/curr_ver/plugins/python-loader/py-interpreter-selector.c,2,0,0,0
gnumeric,processing/prev_ver/plugins/html/html_read.c,processing/curr_ver/plugins/html/html_read.c,0,0,1,0
gnumeric,processing/prev_ver/plugins/openoffice/openoffice-read.c,processing/curr_ver/plugins/openoffice/openoffice-read.c,6,0,4,0
gnumeric,processing/prev_ver/plugins/gda/plugin-gda.c,processing/curr_ver/plugins/gda/plugin-gda.c,2,0,0,0
gnumeric,processing/prev_ver/plugins/excel/md5.c,processing/curr_ver/plugins/excel/md5.c,0,1,0,0
gnumeric,processing/prev_ver/plugins/excel/xlsx-read.c,processing/curr_ver/plugins/excel/xlsx-read.c,0,0,1,0
gnumeric,processing/prev_ver/plugins/excel/xlsx-read-pivot.c,processing/curr_ver/plugins/excel/xlsx-read-pivot.c,0,0,3,0
gnumeric,processing/prev_ver/plugins/sc/sc.c,processing/curr_ver/plugins/sc/sc.c,1,0,0,0
gnumeric,processing/prev_ver/plugins/fn-info/functions.c,processing/curr_ver/plugins/fn-info/functions.c,0,6,4,0
gnumeric,processing/prev_ver/plugins/lotus-123/lotus.c,processing/curr_ver/plugins/lotus-123/lotus.c,20,0,22,0
gnumeric,processing/prev_ver/plugins/lotus-123/lotus-formula.c,processing/curr_ver/plugins/lotus-123/lotus-formula.c,3,0,4,0
gnumeric,processing/prev_ver/src/cell.h,processing/curr_ver/src/cell.h,0,0,2,0
gnumeric,processing/prev_ver/src/workbook-priv.h,processing/curr_ver/src/workbook-priv.h,0,0,1,0
gnumeric,processing/prev_ver/src/complex.h,processing/curr_ver/src/complex.h,16,0,0,0
gnumeric,processing/prev_ver/src/wbc-gtk-impl.h,processing/curr_ver/src/wbc-gtk-impl.h,1,0,0,0
gnumeric,processing/prev_ver/plugins/excel/md5.h,processing/curr_ver/plugins/excel/md5.h,2,0,0,0
glibc,processing/prev_ver/test-skeleton.c,processing/curr_ver/test-skeleton.c,9,1,5,0
glibc,processing/prev_ver/gmon/gmon.c,processing/curr_ver/gmon/gmon.c,3,0,5,0
glibc,processing/prev_ver/string/test-memmove.c,processing/curr_ver/string/test-memmove.c,0,0,9,0
glibc,processing/prev_ver/string/memrchr.c,processing/curr_ver/string/memrchr.c,5,0,5,1
glibc,processing/prev_ver/string/strsignal.c,processing/curr_ver/string/strsignal.c,0,2,0,1
glibc,processing/prev_ver/string/basename.c,processing/curr_ver/string/basename.c,1,0,0,0
glibc,processing/prev_ver/string/strcspn.c,processing/curr_ver/string/strcspn.c,1,0,0,0
glibc,processing/prev_ver/string/test-strncmp.c,processing/curr_ver/string/test-strncmp.c,0,0,2,0
glibc,processing/prev_ver/string/memmove.c,processing/curr_ver/string/memmove.c,1,0,3,0
glibc,processing/prev_ver/string/rawmemchr.c,processing/curr_ver/string/rawmemchr.c,4,0,2,0
glibc,processing/prev_ver/string/strerror_l.c,processing/curr_ver/string/strerror_l.c,2,0,0,0
glibc,processing/prev_ver/string/memcmp.c,processing/curr_ver/string/memcmp.c,4,1,4,0
glibc,processing/prev_ver/string/test-strlen.c,processing/curr_ver/string/test-strlen.c,0,0,1,0
glibc,processing/prev_ver/string/tester.c,processing/curr_ver/string/tester.c,0,0,3,0
glibc,processing/prev_ver/string/strxfrm_l.c,processing/curr_ver/string/strxfrm_l.c,9,0,16,0
glibc,processing/prev_ver/string/stpcpy.c,processing/curr_ver/string/stpcpy.c,3,0,0,0
glibc,processing/prev_ver/string/string-inlines.c,processing/curr_ver/string/string-inlines.c,0,0,9,0
glibc,processing/prev_ver/string/strcasestr.c,processing/curr_ver/string/strcasestr.c,0,0,1,0
glibc,processing/prev_ver/string/test-strchr.c,processing/curr_ver/string/test-strchr.c,0,0,4,0
glibc,processing/prev_ver/string/test-memset.c,processing/curr_ver/string/test-memset.c,0,0,10,3
glibc,processing/prev_ver/string/stpncpy.c,processing/curr_ver/string/stpncpy.c,1,0,3,0
glibc,processing/prev_ver/string/test-strcmp.c,processing/curr_ver/string/test-strcmp.c,0,0,2,0
glibc,processing/prev_ver/string/bug-strncat1.c,processing/curr_ver/string/bug-strncat1.c,0,0,1,0
glibc,processing/prev_ver/string/strlen.c,processing/curr_ver/string/strlen.c,0,1,0,0
glibc,processing/prev_ver/string/test-memcmp.c,processing/curr_ver/string/test-memcmp.c,0,0,2,0
glibc,processing/prev_ver/string/memchr.c,processing/curr_ver/string/memchr.c,5,0,1,0
glibc,processing/prev_ver/string/strnlen.c,processing/curr_ver/string/strnlen.c,0,0,1,0
glibc,processing/prev_ver/stdlib/cmp.c,processing/curr_ver/stdlib/cmp.c,2,0,0,0
glibc,processing/prev_ver/stdlib/tst-strtod.c,processing/curr_ver/stdlib/tst-strtod.c,1,0,0,0
glibc,processing/prev_ver/stdlib/sub_n.c,processing/curr_ver/stdlib/sub_n.c,2,0,0,0
glibc,processing/prev_ver/stdlib/strtof.c,processing/curr_ver/stdlib/strtof.c,0,0,3,0
glibc,processing/prev_ver/stdlib/canonicalize.c,processing/curr_ver/stdlib/canonicalize.c,3,0,12,0
glibc,processing/prev_ver/stdlib/getenv.c,processing/curr_ver/stdlib/getenv.c,9,0,8,0
glibc,processing/prev_ver/stdlib/exit.c,processing/curr_ver/stdlib/exit.c,3,0,3,1
glibc,processing/prev_ver/stdlib/rshift.c,processing/curr_ver/stdlib/rshift.c,3,0,0,0
glibc,processing/prev_ver/stdlib/setenv.c,processing/curr_ver/stdlib/setenv.c,19,2,11,3
glibc,processing/prev_ver/stdlib/secure-getenv.c,processing/curr_ver/stdlib/secure-getenv.c,0,0,1,0
glibc,processing/prev_ver/stdlib/mod_1.c,processing/curr_ver/stdlib/mod_1.c,2,0,0,0
glibc,processing/prev_ver/stdlib/add_n.c,processing/curr_ver/stdlib/add_n.c,2,0,0,0
glibc,processing/prev_ver/stdlib/lshift.c,processing/curr_ver/stdlib/lshift.c,3,0,1,0
glibc,processing/prev_ver/stdlib/divrem.c,processing/curr_ver/stdlib/divrem.c,2,0,0,0
glibc,processing/prev_ver/stdlib/strtold.c,processing/curr_ver/stdlib/strtold.c,4,0,10,0
glibc,processing/prev_ver/stdlib/mul.c,processing/curr_ver/stdlib/mul.c,2,0,0,0
glibc,processing/prev_ver/stdlib/strfmon_l.c,processing/curr_ver/stdlib/strfmon_l.c,2,0,3,1
glibc,processing/prev_ver/stdlib/strtof_l.c,processing/curr_ver/stdlib/strtof_l.c,0,0,3,0
glibc,processing/prev_ver/stdlib/divmod_1.c,processing/curr_ver/stdlib/divmod_1.c,2,0,0,0
glibc,processing/prev_ver/stdlib/strtod.c,processing/curr_ver/stdlib/strtod.c,7,1,15,1
glibc,processing/prev_ver/stdlib/mul_n.c,processing/curr_ver/stdlib/mul_n.c,10,0,0,0
glibc,processing/prev_ver/crypt/crypt_util.c,processing/curr_ver/crypt/crypt_util.c,25,0,26,0
glibc,processing/prev_ver/crypt/sha512-crypt.c,processing/curr_ver/crypt/sha512-crypt.c,1,0,6,0
glibc,processing/prev_ver/crypt/md5-crypt.c,processing/curr_ver/crypt/md5-crypt.c,1,0,6,0
glibc,processing/prev_ver/crypt/sha256.c,processing/curr_ver/crypt/sha256.c,1,1,3,1
glibc,processing/prev_ver/crypt/crypt-entry.c,processing/curr_ver/crypt/crypt-entry.c,6,0,4,0
glibc,processing/prev_ver/crypt/sha256-crypt.c,processing/curr_ver/crypt/sha256-crypt.c,1,0,6,0
glibc,processing/prev_ver/crypt/sha512.c,processing/curr_ver/crypt/sha512.c,1,1,3,1
glibc,processing/prev_ver/elf/tst-tls14.c,processing/curr_ver/elf/tst-tls14.c,1,0,0,0
glibc,processing/prev_ver/elf/dl-lookup.c,processing/curr_ver/elf/dl-lookup.c,1,0,8,0
glibc,processing/prev_ver/elf/tst-tls11.c,processing/curr_ver/elf/tst-tls11.c,1,0,0,0
glibc,processing/prev_ver/elf/tst-addr1.c,processing/curr_ver/elf/tst-addr1.c,0,0,2,0
glibc,processing/prev_ver/elf/dl-open.c,processing/curr_ver/elf/dl-open.c,9,2,6,1
glibc,processing/prev_ver/elf/dl-init.c,processing/curr_ver/elf/dl-init.c,2,0,1,0
glibc,processing/prev_ver/elf/dl-support.c,processing/curr_ver/elf/dl-support.c,11,1,13,3
glibc,processing/prev_ver/elf/tst-tlsmod14a.c,processing/curr_ver/elf/tst-tlsmod14a.c,1,0,0,0
glibc,processing/prev_ver/elf/tst-audit2.c,processing/curr_ver/elf/tst-audit2.c,3,0,0,0
glibc,processing/prev_ver/elf/dl-reloc.c,processing/curr_ver/elf/dl-reloc.c,10,1,9,1
glibc,processing/prev_ver/elf/dl-runtime.c,processing/curr_ver/elf/dl-runtime.c,5,2,7,2
glibc,processing/prev_ver/elf/dl-iteratephdr.c,processing/curr_ver/elf/dl-iteratephdr.c,2,0,1,0
glibc,processing/prev_ver/elf/tst-tlsmod11.c,processing/curr_ver/elf/tst-tlsmod11.c,1,0,0,0
glibc,processing/prev_ver/elf/dl-libc.c,processing/curr_ver/elf/dl-libc.c,7,0,8,1
glibc,processing/prev_ver/elf/dl-sym.c,processing/curr_ver/elf/dl-sym.c,4,1,3,1
glibc,processing/prev_ver/elf/dl-cache.c,processing/curr_ver/elf/dl-cache.c,1,0,6,0
glibc,processing/prev_ver/elf/dl-error.c,processing/curr_ver/elf/dl-error.c,3,0,0,0
glibc,processing/prev_ver/elf/tst-tlsmod8.c,processing/curr_ver/elf/tst-tlsmod8.c,1,0,0,0
glibc,processing/prev_ver/elf/dl-misc.c,processing/curr_ver/elf/dl-misc.c,8,2,6,2
glibc,processing/prev_ver/elf/ldconfig.c,processing/curr_ver/elf/ldconfig.c,3,2,0,0
glibc,processing/prev_ver/elf/dl-object.c,processing/curr_ver/elf/dl-object.c,3,0,4,2
glibc,processing/prev_ver/elf/tst-tls12.c,processing/curr_ver/elf/tst-tls12.c,1,0,0,0
glibc,processing/prev_ver/elf/tst-execstack.c,processing/curr_ver/elf/tst-execstack.c,3,0,9,0
glibc,processing/prev_ver/elf/tst-tlsmod13.c,processing/curr_ver/elf/tst-tlsmod13.c,2,0,0,0
glibc,processing/prev_ver/elf/tst-tlsmod9.c,processing/curr_ver/elf/tst-tlsmod9.c,1,0,0,0
glibc,processing/prev_ver/elf/tst-tlsmod16a.c,processing/curr_ver/elf/tst-tlsmod16a.c,2,0,0,0
glibc,processing/prev_ver/elf/tst-tlsmod13a.c,processing/curr_ver/elf/tst-tlsmod13a.c,2,0,0,0
glibc,processing/prev_ver/elf/dl-sysdep.c,processing/curr_ver/elf/dl-sysdep.c,17,0,15,1
glibc,processing/prev_ver/elf/dl-tls.c,processing/curr_ver/elf/dl-tls.c,12,1,17,0
glibc,processing/prev_ver/elf/tst-tlsmod15b.c,processing/curr_ver/elf/tst-tlsmod15b.c,2,0,0,0
glibc,processing/prev_ver/elf/tst-tlsmod7.c,processing/curr_ver/elf/tst-tlsmod7.c,1,0,0,0
glibc,processing/prev_ver/elf/tst-tlsmod16b.c,processing/curr_ver/elf/tst-tlsmod16b.c,2,0,0,0
glibc,processing/prev_ver/elf/tst-tlsmod12.c,processing/curr_ver/elf/tst-tlsmod12.c,1,0,0,0
glibc,processing/prev_ver/elf/tst-tls10.c,processing/curr_ver/elf/tst-tls10.c,2,0,0,0
glibc,processing/prev_ver/intl/loadmsgcat.c,processing/curr_ver/intl/loadmsgcat.c,10,5,12,5
glibc,processing/prev_ver/intl/localealias.c,processing/curr_ver/intl/localealias.c,12,0,13,1
glibc,processing/prev_ver/intl/bindtextdom.c,processing/curr_ver/intl/bindtextdom.c,11,0,10,0
glibc,processing/prev_ver/intl/dcigettext.c,processing/curr_ver/intl/dcigettext.c,72,5,107,13
glibc,processing/prev_ver/setjmp/longjmp.c,processing/curr_ver/setjmp/longjmp.c,0,0,2,0
glibc,processing/prev_ver/localedata/tests-mbwc/dat_mbtowc.c,processing/curr_ver/localedata/tests-mbwc/dat_mbtowc.c,6,0,0,0
glibc,processing/prev_ver/localedata/tests-mbwc/dat_iswctype.c,processing/curr_ver/localedata/tests-mbwc/dat_iswctype.c,48,0,0,0
glibc,processing/prev_ver/localedata/tests-mbwc/dat_iswpunct.c,processing/curr_ver/localedata/tests-mbwc/dat_iswpunct.c,12,0,0,0
glibc,processing/prev_ver/localedata/tests-mbwc/dat_wcscoll.c,processing/curr_ver/localedata/tests-mbwc/dat_wcscoll.c,4,0,0,0
glibc,processing/prev_ver/localedata/tests-mbwc/dat_iswalpha.c,processing/curr_ver/localedata/tests-mbwc/dat_iswalpha.c,14,0,0,0
glibc,processing/prev_ver/localedata/tests-mbwc/dat_iswprint.c,processing/curr_ver/localedata/tests-mbwc/dat_iswprint.c,17,0,1,0
glibc,processing/prev_ver/localedata/tests-mbwc/dat_wcswidth.c,processing/curr_ver/localedata/tests-mbwc/dat_wcswidth.c,8,0,2,0
glibc,processing/prev_ver/localedata/tests-mbwc/dat_iswgraph.c,processing/curr_ver/localedata/tests-mbwc/dat_iswgraph.c,16,0,0,0
glibc,processing/prev_ver/localedata/tests-mbwc/dat_mbrlen.c,processing/curr_ver/localedata/tests-mbwc/dat_mbrlen.c,2,0,0,0
glibc,processing/prev_ver/localedata/tests-mbwc/dat_wcwidth.c,processing/curr_ver/localedata/tests-mbwc/dat_wcwidth.c,4,0,0,0
glibc,processing/prev_ver/localedata/tests-mbwc/dat_iswalnum.c,processing/curr_ver/localedata/tests-mbwc/dat_iswalnum.c,12,0,0,0
glibc,processing/prev_ver/localedata/tests-mbwc/dat_wctob.c,processing/curr_ver/localedata/tests-mbwc/dat_wctob.c,2,0,0,0
glibc,processing/prev_ver/localedata/tests-mbwc/tst_towctrans.c,processing/curr_ver/localedata/tests-mbwc/tst_towctrans.c,4,0,0,0
glibc,processing/prev_ver/localedata/tests-mbwc/dat_mbstowcs.c,processing/curr_ver/localedata/tests-mbwc/dat_mbstowcs.c,2,0,0,0
glibc,processing/prev_ver/localedata/tests-mbwc/dat_towctrans.c,processing/curr_ver/localedata/tests-mbwc/dat_towctrans.c,6,0,0,0
glibc,processing/prev_ver/login/logout.c,processing/curr_ver/login/logout.c,5,0,0,0
glibc,processing/prev_ver/login/getutid_r.c,processing/curr_ver/login/getutid_r.c,2,0,0,0
glibc,processing/prev_ver/login/logwtmp.c,processing/curr_ver/login/logwtmp.c,5,0,0,0
glibc,processing/prev_ver/login/utmp_file.c,processing/curr_ver/login/utmp_file.c,4,5,0,0
glibc,processing/prev_ver/login/tst-utmp.c,processing/curr_ver/login/tst-utmp.c,6,0,0,0
glibc,processing/prev_ver/login/getutmp.c,processing/curr_ver/login/getutmp.c,6,0,0,0
glibc,processing/prev_ver/login/openpty.c,processing/curr_ver/login/openpty.c,2,0,4,0
glibc,processing/prev_ver/login/getutmpx.c,processing/curr_ver/login/getutmpx.c,6,0,0,0
glibc,processing/prev_ver/login/programs/pt_chown.c,processing/curr_ver/login/programs/pt_chown.c,0,0,1,0
glibc,processing/prev_ver/login/programs/utmpdump.c,processing/curr_ver/login/programs/utmpdump.c,11,0,0,0
glibc,processing/prev_ver/stdio-common/tstdiomisc.c,processing/curr_ver/stdio-common/tstdiomisc.c,0,0,1,0
glibc,processing/prev_ver/stdio-common/vfscanf.c,processing/curr_ver/stdio-common/vfscanf.c,61,5,0,0
glibc,processing/prev_ver/stdio-common/_itoa.c,processing/curr_ver/stdio-common/_itoa.c,17,4,17,2
glibc,processing/prev_ver/stdio-common/bug22.c,processing/curr_ver/stdio-common/bug22.c,0,0,3,0
glibc,processing/prev_ver/stdio-common/isoc99_vsscanf.c,processing/curr_ver/stdio-common/isoc99_vsscanf.c,1,0,0,0
glibc,processing/prev_ver/stdio-common/xbug.c,processing/curr_ver/stdio-common/xbug.c,1,0,0,0
glibc,processing/prev_ver/inet/herrno.c,processing/curr_ver/inet/herrno.c,3,0,0,0
glibc,processing/prev_ver/inet/rexec.c,processing/curr_ver/inet/rexec.c,1,0,0,0
glibc,processing/prev_ver/inet/ifreq.c,processing/curr_ver/inet/ifreq.c,2,0,0,0
glibc,processing/prev_ver/inet/inet_net.c,processing/curr_ver/inet/inet_net.c,1,0,0,0
glibc,processing/prev_ver/inet/inet_netof.c,processing/curr_ver/inet/inet_netof.c,1,0,0,0
glibc,processing/prev_ver/inet/inet_mkadr.c,processing/curr_ver/inet/inet_mkadr.c,1,0,0,0
glibc,processing/prev_ver/inet/check_pf.c,processing/curr_ver/inet/check_pf.c,0,0,1,0
glibc,processing/prev_ver/inet/inet_lnaof.c,processing/curr_ver/inet/inet_lnaof.c,1,0,0,0
glibc,processing/prev_ver/inet/ruserpass.c,processing/curr_ver/inet/ruserpass.c,1,0,0,0
glibc,processing/prev_ver/inet/herrno-loc.c,processing/curr_ver/inet/herrno-loc.c,1,0,0,0
glibc,processing/prev_ver/inet/getnameinfo.c,processing/curr_ver/inet/getnameinfo.c,2,1,0,0
glibc,processing/prev_ver/inet/rcmd.c,processing/curr_ver/inet/rcmd.c,2,0,1,0
glibc,processing/prev_ver/sunrpc/clnt_raw.c,processing/curr_ver/sunrpc/clnt_raw.c,2,0,0,0
glibc,processing/prev_ver/sunrpc/svc_raw.c,processing/curr_ver/sunrpc/svc_raw.c,2,0,0,0
glibc,processing/prev_ver/sunrpc/xcrypt.c,processing/curr_ver/sunrpc/xcrypt.c,6,0,8,0
glibc,processing/prev_ver/sunrpc/clnt_tcp.c,processing/curr_ver/sunrpc/clnt_tcp.c,1,0,2,0
glibc,processing/prev_ver/sunrpc/rpc_cmsg.c,processing/curr_ver/sunrpc/rpc_cmsg.c,1,0,0,0
glibc,processing/prev_ver/sunrpc/xdr_sizeof.c,processing/curr_ver/sunrpc/xdr_sizeof.c,0,0,2,0
glibc,processing/prev_ver/sunrpc/pm_getport.c,processing/curr_ver/sunrpc/pm_getport.c,1,0,2,0
glibc,processing/prev_ver/sunrpc/rpc_prot.c,processing/curr_ver/sunrpc/rpc_prot.c,1,0,0,0
glibc,processing/prev_ver/sunrpc/pmap_rmt.c,processing/curr_ver/sunrpc/pmap_rmt.c,3,0,2,0
glibc,processing/prev_ver/sunrpc/svc_udp.c,processing/curr_ver/sunrpc/svc_udp.c,3,4,6,4
glibc,processing/prev_ver/sunrpc/xdr_mem.c,processing/curr_ver/sunrpc/xdr_mem.c,0,0,2,0
glibc,processing/prev_ver/sunrpc/clnt_perr.c,processing/curr_ver/sunrpc/clnt_perr.c,2,0,8,0
glibc,processing/prev_ver/sunrpc/xdr_array.c,processing/curr_ver/sunrpc/xdr_array.c,1,0,2,0
